cnt,temp,hum,windspeed
30,0.16,0.69,0.0896
24,0.14,0.86,0.0
15,0.14,0.8,0.0
10,0.12,0.8,0.0
4,0.12,0.74,0.0896
1,0.12,0.74,0.0896
2,0.12,0.93,0.194
11,0.12,0.8,0.1045
30,0.14,0.86,0.1343
43,0.16,0.64,0.1343
84,0.22,0.41,0.2537
114,0.3,0.28,0.3284
120,0.3,0.39,0.4627
135,0.3,0.39,0.4179
120,0.34,0.31,0.2836
174,0.34,0.29,0.4179
145,0.34,0.29,0.4179
137,0.32,0.31,0.5224
64,0.28,0.38,0.3284
41,0.28,0.38,0.1642
40,0.26,0.41,0.2239
51,0.26,0.41,0.0
45,0.24,0.44,0.0896
32,0.22,0.51,0.1343
39,0.2,0.64,0.1045
24,0.2,0.59,0.0896
20,0.2,0.75,0.0896
12,0.2,0.69,0.1045
2,0.2,0.69,0.1642
5,0.2,0.69,0.1343
3,0.22,0.55,0.0
12,0.22,0.64,0.194
47,0.24,0.6,0.2239
105,0.3,0.45,0.3284
112,0.32,0.39,0.4478
152,0.36,0.32,0.4627
154,0.38,0.29,0.3582
161,0.4,0.3,0.4179
162,0.4,0.3,0.2985
134,0.42,0.28,0.3284
125,0.42,0.28,0.3284
95,0.4,0.32,0.2985
61,0.4,0.35,0.2836
47,0.4,0.35,0.3284
51,0.4,0.35,0.3582
36,0.4,0.35,0.2985
30,0.4,0.35,0.3582
11,0.38,0.37,0.3582
7,0.38,0.37,0.3582
2,0.36,0.4,0.2985
2,0.34,0.46,0.2239
2,0.32,0.53,0.2836
3,0.32,0.53,0.2836
26,0.34,0.46,0.2985
98,0.34,0.46,0.2985
256,0.38,0.4,0.4627
130,0.4,0.37,0.3881
55,0.44,0.33,0.2239
53,0.52,0.23,0.2537
126,0.56,0.22,0.4478
120,0.58,0.19,0.3881
90,0.6,0.15,0.4925
90,0.56,0.21,0.6567
118,0.52,0.27,0.4627
243,0.46,0.33,0.6119
205,0.4,0.4,0.6119
98,0.38,0.43,0.4925
70,0.36,0.46,0.4627
43,0.36,0.5,0.5224
45,0.34,0.46,0.6567
20,0.32,0.49,0.4925
19,0.3,0.49,0.4179
5,0.3,0.42,0.7761
3,0.28,0.41,0.6866
1,0.22,0.37,0.5224
4,0.22,0.32,0.4627
30,0.2,0.32,0.3284
105,0.2,0.32,0.3582
223,0.2,0.32,0.3582
110,0.22,0.29,0.4478
52,0.24,0.27,0.2836
57,0.26,0.25,0.2537
71,0.28,0.24,0.2537
82,0.32,0.21,0.2239
79,0.34,0.19,0.2239
85,0.34,0.19,0.1642
98,0.34,0.19,0.2537
206,0.32,0.22,0.2239
212,0.3,0.22,0.1343
145,0.28,0.26,0.1343
101,0.26,0.33,0.1045
66,0.24,0.52,0.0
41,0.24,0.44,0.0
20,0.22,0.44,0.0896
15,0.22,0.41,0.0896
9,0.2,0.44,0.0896
1,0.2,0.47,0.194
1,0.2,0.51,0.194
5,0.2,0.47,0.194
33,0.2,0.55,0.2239
108,0.2,0.55,0.2239
230,0.22,0.55,0.1642
124,0.24,0.52,0.2836
69,0.26,0.41,0.3881
66,0.34,0.34,0.2985
86,0.38,0.32,0.3284
93,0.42,0.3,0.3582
82,0.46,0.28,0.4179
117,0.46,0.28,0.4179
122,0.46,0.31,0.3881
255,0.46,0.28,0.2836
222,0.4,0.4,0.2239
161,0.34,0.53,0.2239
118,0.38,0.43,0.194
92,0.36,0.46,0.194
73,0.34,0.53,0.194
33,0.38,0.4,0.2239
17,0.34,0.53,0.194
6,0.34,0.53,0.2239
6,0.34,0.53,0.2239
4,0.34,0.53,0.194
4,0.32,0.57,0.194
12,0.32,0.66,0.0896
47,0.3,0.7,0.1343
126,0.32,0.57,0.1045
285,0.32,0.57,0.0896
179,0.36,0.57,0.194
88,0.38,0.54,0.194
90,0.44,0.44,0.2537
101,0.48,0.41,0.2239
123,0.54,0.34,0.2239
81,0.6,0.31,0.2239
106,0.6,0.28,0.2537
146,0.56,0.35,0.2985
274,0.58,0.32,0.2985
222,0.54,0.42,0.2836
175,0.48,0.55,0.3284
139,0.48,0.59,0.3284
124,0.52,0.55,0.3881
76,0.5,0.59,0.2836
44,0.46,0.67,0.2985
32,0.44,0.72,0.2836
8,0.44,0.72,0.2239
7,0.44,0.72,0.2836
8,0.46,0.67,0.2537
1,0.46,0.67,0.2537
7,0.46,0.67,0.1045
50,0.44,0.72,0.1642
116,0.42,0.77,0.2239
272,0.42,0.77,0.194
169,0.42,0.77,0.194
95,0.44,0.72,0.2239
113,0.44,0.72,0.1642
185,0.5,0.59,0.194
176,0.6,0.43,0.194
191,0.66,0.36,0.2985
172,0.66,0.36,0.3284
232,0.66,0.36,0.2836
327,0.66,0.34,0.3582
224,0.64,0.33,0.3284
162,0.62,0.29,0.5821
124,0.6,0.31,0.194
72,0.58,0.21,0.4925
107,0.54,0.1,0.2537
77,0.52,0.08,0.2836
29,0.48,0.12,0.4925
31,0.46,0.14,0.4179
17,0.44,0.13,0.3881
7,0.42,0.14,0.2985
3,0.4,0.15,0.3284
3,0.4,0.15,0.3284
6,0.4,0.17,0.4179
22,0.38,0.17,0.5224
45,0.38,0.17,0.5821
55,0.4,0.16,0.6567
106,0.42,0.16,0.5821
123,0.44,0.16,0.5821
119,0.44,0.18,0.4925
155,0.44,0.16,0.6119
196,0.46,0.15,0.6567
171,0.44,0.16,0.7463
120,0.44,0.16,0.6418
127,0.42,0.19,0.6119
88,0.36,0.25,0.4478
59,0.34,0.29,0.3582
47,0.32,0.28,0.5224
33,0.32,0.26,0.5522
44,0.3,0.28,0.4925
29,0.28,0.33,0.4478
17,0.26,0.35,0.4478
16,0.24,0.41,0.4627
17,0.24,0.41,0.5522
18,0.22,0.44,0.5522
1,0.22,0.44,0.5522
2,0.2,0.47,0.2985
2,0.18,0.51,0.2537
24,0.2,0.51,0.1045
55,0.22,0.47,0.2836
104,0.26,0.41,0.194
161,0.3,0.33,0.1642
182,0.3,0.33,0.1045
198,0.34,0.29,0.0
212,0.36,0.27,0.1642
168,0.36,0.27,0.0896
147,0.36,0.29,0.0896
146,0.34,0.33,0.1642
101,0.34,0.36,0.1343
42,0.34,0.36,0.1343
42,0.34,0.42,0.0
56,0.32,0.53,0.0
47,0.32,0.57,0.2239
54,0.3,0.61,0.1642
37,0.34,0.42,0.3284
13,0.34,0.42,0.3284
4,0.34,0.42,0.3284
5,0.34,0.42,0.2985
1,0.32,0.45,0.1642
3,0.34,0.36,0.0
8,0.42,0.26,0.2985
19,0.42,0.26,0.2836
63,0.32,0.57,0.2985
57,0.32,0.57,0.2836
81,0.32,0.57,0.2537
90,0.32,0.57,0.1045
93,0.32,0.66,0.194
103,0.3,0.81,0.3284
116,0.32,0.76,0.2537
87,0.3,0.7,0.4478
56,0.28,0.75,0.4179
80,0.28,0.75,0.3881
66,0.24,0.87,0.3582
49,0.24,0.87,0.3582
29,0.24,0.81,0.3881
34,0.22,0.75,0.4478
11,0.2,0.75,0.4179
2,0.2,0.75,0.4179
7,0.12,0.8,0.2836
40,0.12,0.8,0.2836
114,0.12,0.8,0.2537
106,0.14,0.74,0.2537
44,0.16,0.69,0.0
50,0.16,0.64,0.0
55,0.2,0.59,0.1045
55,0.22,0.55,0.1642
58,0.22,0.55,0.194
69,0.24,0.48,0.194
86,0.22,0.51,0.1642
196,0.22,0.51,0.2239
167,0.22,0.47,0.1343
118,0.2,0.47,0.2836
105,0.2,0.47,0.2239
82,0.2,0.47,0.2537
77,0.16,0.43,0.2537
21,0.16,0.43,0.2537
6,0.14,0.5,0.194
4,0.14,0.46,0.1642
1,0.12,0.5,0.1343
2,0.12,0.5,0.1642
8,0.12,0.5,0.1045
36,0.12,0.5,0.1045
96,0.12,0.54,0.1343
235,0.14,0.54,0.1642
139,0.18,0.51,0.0896
51,0.2,0.4,0.0
69,0.24,0.41,0.1045
67,0.26,0.35,0.0896
87,0.3,0.28,0.0896
78,0.32,0.29,0.1045
72,0.34,0.25,0.0896
94,0.34,0.25,0.0
222,0.34,0.25,0.0896
209,0.32,0.26,0.0896
141,0.3,0.33,0.0
109,0.24,0.6,0.1642
91,0.24,0.48,0.0
61,0.24,0.48,0.0
39,0.22,0.55,0.0896
11,0.22,0.55,0.0896
7,0.22,0.6,0.0896
4,0.2,0.64,0.0896
2,0.2,0.64,0.1343
4,0.2,0.69,0.1343
58,0.2,0.69,0.194
104,0.2,0.72,0.194
252,0.24,0.7,0.2239
137,0.24,0.75,0.2985
57,0.26,0.7,0.2836
79,0.32,0.57,0.3881
95,0.36,0.53,0.3582
88,0.38,0.54,0.2985
69,0.4,0.5,0.2985
63,0.4,0.54,0.3881
71,0.38,0.62,0.2836
177,0.36,0.66,0.194
137,0.34,0.87,0.3284
115,0.34,0.93,0.2985
89,0.34,0.93,0.3582
83,0.34,0.87,0.3284
55,0.34,0.87,0.2836
50,0.32,0.93,0.2239
9,0.32,0.93,0.0
10,0.32,1.0,0.0
3,0.32,1.0,0.0
2,0.32,0.93,0.1045
6,0.32,0.93,0.1045
11,0.34,0.93,0.0896
35,0.34,1.0,0.1343
73,0.36,0.93,0.1343
114,0.34,0.93,0.3582
49,0.42,0.94,0.3284
59,0.52,0.77,0.4478
115,0.54,0.6,0.4627
83,0.54,0.6,0.4627
85,0.56,0.56,0.6119
55,0.46,0.41,0.806
102,0.32,0.49,0.4627
189,0.32,0.49,0.7463
157,0.32,0.49,0.4925
90,0.3,0.52,0.4478
62,0.3,0.49,0.6119
63,0.28,0.48,0.3881
50,0.26,0.48,0.4478
39,0.26,0.48,0.3284
28,0.24,0.52,0.194
27,0.24,0.52,0.2985
12,0.22,0.6,0.3582
8,0.22,0.55,0.1343
2,0.22,0.6,0.0896
10,0.22,0.64,0.1045
7,0.22,0.6,0.0
22,0.22,0.6,0.0896
57,0.24,0.6,0.0
74,0.26,0.56,0.1642
85,0.3,0.49,0.1343
126,0.3,0.45,0.0
160,0.32,0.45,0.1642
174,0.34,0.42,0.2537
211,0.34,0.36,0.3284
165,0.36,0.4,0.2836
171,0.36,0.46,0.2836
183,0.36,0.43,0.2239
137,0.34,0.46,0.194
94,0.32,0.49,0.2537
68,0.3,0.56,0.1642
68,0.28,0.65,0.2537
46,0.28,0.75,0.2239
34,0.28,0.75,0.2836
34,0.26,0.87,0.2836
37,0.26,0.87,0.194
22,0.26,0.87,0.1343
11,0.26,0.87,0.0896
2,0.24,0.87,0.1343
3,0.24,0.87,0.0
14,0.24,0.87,0.1343
35,0.26,0.87,0.0
59,0.28,0.87,0.0896
103,0.3,0.81,0.1642
125,0.36,0.62,0.1343
193,0.4,0.54,0.0896
259,0.42,0.47,0.0
282,0.44,0.47,0.0896
261,0.46,0.44,0.1343
268,0.48,0.44,0.1642
187,0.42,0.54,0.194
127,0.4,0.54,0.194
102,0.4,0.54,0.1343
81,0.4,0.54,0.0896
69,0.38,0.62,0.1642
69,0.38,0.62,0.1045
59,0.36,0.62,0.1642
30,0.36,0.66,0.1045
8,0.34,0.87,0.3582
1,0.32,0.93,0.1642
5,0.34,0.93,0.0
28,0.34,0.96,0.1045
92,0.36,0.93,0.1045
255,0.34,0.93,0.2985
142,0.42,0.82,0.2836
92,0.52,0.72,0.4925
87,0.56,0.64,0.2985
36,0.56,0.64,0.2985
32,0.46,0.94,0.2239
25,0.42,1.0,0.2985
35,0.42,1.0,0.2985
42,0.42,1.0,0.1343
79,0.4,1.0,0.2985
131,0.46,0.94,0.194
80,0.44,0.88,0.6119
45,0.44,0.88,0.6119
80,0.38,0.87,0.3881
76,0.34,0.93,0.4179
45,0.32,0.81,0.3881
7,0.3,0.7,0.4627
3,0.26,0.7,0.3582
4,0.24,0.65,0.3881
2,0.22,0.69,0.2836
1,0.22,0.69,0.2537
2,0.2,0.64,0.2836
46,0.2,0.59,0.2985
107,0.2,0.59,0.3284
214,0.2,0.59,0.3881
124,0.22,0.55,0.4179
68,0.24,0.52,0.2836
56,0.28,0.45,0.2537
86,0.3,0.39,0.1343
78,0.32,0.39,0.0
79,0.32,0.36,0.1343
64,0.34,0.34,0.0
102,0.34,0.34,0.0896
242,0.34,0.34,0.0896
224,0.32,0.39,0.194
119,0.3,0.49,0.1343
88,0.3,0.61,0.0896
63,0.26,0.56,0.0
47,0.24,0.62,0.1045
25,0.24,0.65,0.2239
8,0.22,0.69,0.1642
4,0.22,0.69,0.194
2,0.22,0.69,0.194
4,0.22,0.69,0.2836
1,0.2,0.75,0.1343
5,0.22,0.69,0.2239
40,0.22,0.55,0.2537
110,0.22,0.64,0.2537
256,0.24,0.65,0.2836
148,0.28,0.56,0.2985
76,0.32,0.49,0.2836
73,0.34,0.53,0.3284
82,0.4,0.43,0.194
125,0.5,0.25,0.0
96,0.52,0.23,0.2985
110,0.54,0.19,0.4179
139,0.54,0.19,0.3284
268,0.5,0.23,0.2836
201,0.46,0.23,0.4925
150,0.4,0.28,0.5224
95,0.36,0.29,0.4179
71,0.34,0.29,0.4627
48,0.3,0.26,0.5522
22,0.26,0.3,0.5224
13,0.24,0.3,0.4627
1,0.24,0.3,0.4627
3,0.2,0.27,0.4627
1,0.2,0.27,0.4627
1,0.16,0.31,0.4925
8,0.14,0.33,0.2985
35,0.14,0.33,0.2985
111,0.12,0.42,0.4179
220,0.14,0.39,0.2985
145,0.16,0.37,0.2836
56,0.18,0.29,0.194
50,0.2,0.29,0.0896
72,0.22,0.25,0.1343
80,0.22,0.25,0.0896
78,0.24,0.21,0.1045
68,0.24,0.23,0.0
71,0.26,0.23,0.0
202,0.26,0.22,0.0
167,0.24,0.35,0.3284
106,0.2,0.4,0.2537
70,0.2,0.4,0.0896
51,0.18,0.4,0.1045
53,0.2,0.4,0.0
23,0.18,0.43,0.0896
12,0.2,0.55,0.194
4,0.18,0.64,0.194
2,0.18,0.64,0.194
1,0.18,0.74,0.2537
1,0.18,0.74,0.194
7,0.16,0.74,0.1343
29,0.16,0.74,0.0896
83,0.16,0.8,0.1343
228,0.18,0.74,0.1343
150,0.22,0.6,0.1343
66,0.24,0.6,0.2537
89,0.28,0.52,0.2239
97,0.32,0.43,0.1642
87,0.34,0.42,0.2239
95,0.36,0.4,0.2836
106,0.36,0.4,0.2985
118,0.36,0.46,0.194
228,0.36,0.5,0.2537
187,0.34,0.53,0.2985
107,0.32,0.61,0.2537
87,0.3,0.7,0.194
70,0.3,0.7,0.2239
44,0.3,0.7,0.194
46,0.3,0.75,0.1642
19,0.28,0.81,0.1045
25,0.3,0.81,0.1045
20,0.3,0.87,0.194
2,0.3,0.87,0.194
1,0.3,0.93,0.1642
3,0.3,1.0,0.1343
4,0.3,1.0,0.2239
15,0.3,1.0,0.2985
45,0.3,1.0,0.2985
63,0.32,0.93,0.2239
103,0.34,0.93,0.194
159,0.4,0.76,0.2239
167,0.44,0.67,0.2537
190,0.46,0.67,0.2836
198,0.48,0.59,0.2836
205,0.46,0.63,0.2985
204,0.48,0.59,0.2985
164,0.48,0.59,0.3582
152,0.48,0.59,0.3284
89,0.46,0.67,0.3284
70,0.44,0.77,0.3284
72,0.44,0.72,0.3284
63,0.42,0.77,0.2985
44,0.44,0.77,0.2985
52,0.42,0.77,0.3582
39,0.42,0.77,0.2836
32,0.4,0.82,0.2836
11,0.42,0.82,0.2985
3,0.42,0.88,0.3582
2,0.42,0.94,0.3582
5,0.42,1.0,0.4478
9,0.4,1.0,0.2985
22,0.42,1.0,0.2836
31,0.42,1.0,0.2985
62,0.42,1.0,0.2239
79,0.46,0.94,0.3284
105,0.46,0.94,0.3582
39,0.44,1.0,0.2239
7,0.44,1.0,0.2239
11,0.36,1.0,0.2836
25,0.34,1.0,0.2985
23,0.32,1.0,0.3582
11,0.3,1.0,0.4925
11,0.28,1.0,0.4179
7,0.24,0.93,0.6119
10,0.22,1.0,0.3881
9,0.22,1.0,0.4179
4,0.2,1.0,0.3284
2,0.2,1.0,0.3284
1,0.2,0.8,0.5821
1,0.2,0.8,0.5224
1,0.2,0.75,0.3582
34,0.2,0.75,0.3881
91,0.2,0.75,0.4179
211,0.2,0.75,0.3881
134,0.22,0.64,0.4627
58,0.24,0.6,0.2985
60,0.26,0.48,0.4478
96,0.3,0.42,0.4179
70,0.32,0.36,0.3881
77,0.32,0.36,0.4179
96,0.34,0.31,0.3881
122,0.34,0.31,0.3582
233,0.34,0.29,0.3582
233,0.32,0.31,0.2239
145,0.3,0.33,0.2239
92,0.3,0.33,0.1642
54,0.28,0.38,0.2239
35,0.26,0.48,0.1642
22,0.28,0.48,0.0
10,0.26,0.48,0.0896
4,0.24,0.52,0.1343
1,0.24,0.52,0.1343
7,0.24,0.52,0.0896
2,0.22,0.64,0.0
10,0.2,0.69,0.1045
45,0.2,0.59,0.0
128,0.18,0.64,0.1343
257,0.22,0.55,0.194
151,0.26,0.41,0.1642
71,0.3,0.33,0.194
78,0.36,0.25,0.1642
99,0.36,0.23,0.0
98,0.38,0.25,0.1045
72,0.38,0.2,0.0
112,0.36,0.18,0.0
108,0.38,0.27,0.1642
248,0.36,0.27,0.2239
235,0.34,0.27,0.194
150,0.34,0.31,0.1045
76,0.32,0.39,0.0896
75,0.3,0.49,0.194
55,0.3,0.49,0.2239
41,0.28,0.61,0.194
9,0.26,0.65,0.0896
4,0.26,0.52,0.1343
2,0.26,0.52,0.1343
3,0.24,0.7,0.0896
2,0.24,0.75,0.1045
8,0.24,0.81,0.1343
49,0.24,0.85,0.1045
141,0.24,0.87,0.1642
249,0.24,0.87,0.1343
141,0.26,0.87,0.2537
57,0.3,0.75,0.2537
59,0.32,0.76,0.3881
98,0.32,0.76,0.2537
99,0.32,0.76,0.3582
71,0.34,0.76,0.2985
79,0.36,0.71,0.2985
112,0.34,0.76,0.3284
194,0.34,0.76,0.2985
188,0.34,0.76,0.2537
134,0.34,0.76,0.3284
91,0.32,0.87,0.194
62,0.32,0.93,0.3284
21,0.32,0.93,0.1642
18,0.34,0.93,0.194
3,0.34,0.0,0.2537
2,0.34,0.0,0.2537
1,0.34,0.0,0.2537
3,0.36,0.0,0.194
12,0.36,0.0,0.3284
37,0.38,0.0,0.2239
44,0.38,0.0,0.2836
24,0.4,0.0,0.2239
17,0.4,0.0,0.1642
11,0.4,0.0,0.2537
34,0.42,0.0,0.2239
12,0.42,0.0,0.2239
12,0.44,0.0,0.2985
14,0.44,0.0,0.2239
21,0.42,0.0,0.2537
111,0.44,0.0,0.3881
82,0.44,0.0,0.3582
56,0.44,0.0,0.5821
38,0.36,0.0,0.3284
28,0.36,0.0,0.2239
34,0.34,0.0,0.1343
27,0.34,0.0,0.0896
6,0.34,1.0,0.0896
8,0.34,1.0,0.1045
5,0.34,1.0,0.1045
2,0.32,0.93,0.0896
7,0.3,0.81,0.2239
32,0.26,0.81,0.2836
114,0.26,0.7,0.194
259,0.28,0.7,0.2537
156,0.3,0.61,0.2836
78,0.32,0.57,0.2985
81,0.32,0.57,0.2985
111,0.34,0.53,0.2537
107,0.36,0.53,0.2537
89,0.36,0.5,0.3582
85,0.34,0.53,0.2537
113,0.34,0.49,0.2985
223,0.34,0.49,0.2239
153,0.32,0.49,0.3284
118,0.3,0.56,0.3284
76,0.3,0.56,0.1642
53,0.3,0.52,0.2537
64,0.3,0.52,0.1642
37,0.3,0.52,0.2537
34,0.26,0.6,0.1343
18,0.24,0.65,0.194
14,0.24,0.65,0.194
7,0.24,0.65,0.2537
1,0.24,0.65,0.2537
2,0.22,0.69,0.194
4,0.22,0.75,0.2537
23,0.24,0.7,0.194
53,0.26,0.65,0.1642
101,0.28,0.65,0.1045
99,0.32,0.66,0.2239
119,0.34,0.49,0.3284
158,0.34,0.53,0.2836
157,0.36,0.51,0.3582
166,0.4,0.5,0.4478
182,0.42,0.44,0.4925
244,0.46,0.41,0.4478
213,0.46,0.44,0.3284
145,0.42,0.54,0.1642
112,0.42,0.54,0.0896
86,0.4,0.58,0.1045
82,0.38,0.62,0.0
63,0.36,0.71,0.0
49,0.38,0.66,0.0896
38,0.38,0.62,0.1045
33,0.36,0.66,0.1343
23,0.34,0.76,0.1343
13,0.34,0.66,0.1642
3,0.36,0.62,0.1343
2,0.34,0.66,0.0
10,0.36,0.62,0.194
34,0.4,0.5,0.2985
44,0.4,0.5,0.4179
122,0.42,0.47,0.2537
181,0.44,0.41,0.4179
194,0.46,0.38,0.3881
221,0.46,0.38,0.3881
250,0.46,0.41,0.2985
304,0.48,0.39,0.3284
256,0.46,0.41,0.3881
241,0.44,0.41,0.3582
147,0.4,0.43,0.3582
101,0.36,0.5,0.3582
77,0.32,0.57,0.2985
58,0.3,0.56,0.2537
37,0.3,0.56,0.3284
28,0.26,0.65,0.2239
11,0.26,0.65,0.1045
1,0.26,0.65,0.0896
1,0.26,0.65,0.0896
3,0.26,0.65,0.1343
8,0.24,0.7,0.1343
28,0.26,0.65,0.1343
88,0.28,0.61,0.0
241,0.3,0.56,0.1343
140,0.32,0.53,0.3284
84,0.34,0.42,0.2537
71,0.36,0.4,0.2537
94,0.38,0.37,0.0
75,0.38,0.36,0.3284
79,0.38,0.34,0.0
101,0.38,0.37,0.1642
107,0.4,0.35,0.1045
271,0.38,0.4,0.194
235,0.36,0.4,0.1045
150,0.36,0.43,0.1343
129,0.34,0.46,0.2239
63,0.34,0.46,0.1343
47,0.32,0.49,0.1045
19,0.32,0.53,0.0
14,0.32,0.53,0.0
10,0.3,0.62,0.0896
3,0.3,0.62,0.0896
2,0.24,0.75,0.0896
11,0.24,0.75,0.194
35,0.22,0.8,0.194
119,0.24,0.75,0.1642
282,0.26,0.7,0.0896
157,0.3,0.7,0.0
78,0.32,0.66,0.194
78,0.34,0.57,0.2239
102,0.36,0.5,0.2239
97,0.36,0.57,0.2836
88,0.38,0.46,0.2985
90,0.38,0.43,0.2836
114,0.38,0.46,0.3284
217,0.36,0.62,0.194
225,0.36,0.62,0.2985
152,0.34,0.71,0.2836
88,0.34,0.71,0.2836
55,0.32,0.81,0.1045
21,0.32,0.87,0.1642
18,0.32,0.87,0.1642
8,0.3,0.93,0.2537
3,0.3,1.0,0.2985
3,0.28,1.0,0.2239
1,0.3,0.93,0.1642
3,0.3,0.93,0.1045
31,0.3,0.93,0.1045
111,0.3,0.93,0.194
253,0.32,0.93,0.0
154,0.32,0.93,0.1343
68,0.36,0.81,0.1642
75,0.36,0.81,0.1343
88,0.4,0.71,0.1045
99,0.4,0.76,0.1343
100,0.4,0.76,0.2239
101,0.4,0.76,0.2537
151,0.4,0.76,0.1642
253,0.44,0.54,0.2985
237,0.44,0.54,0.2239
168,0.44,0.51,0.3284
121,0.42,0.54,0.2985
78,0.42,0.58,0.2836
59,0.4,0.62,0.3881
27,0.4,0.65,0.194
23,0.38,0.66,0.2537
12,0.36,0.71,0.2239
8,0.34,0.71,0.2985
2,0.34,0.66,0.1642
3,0.34,0.71,0.194
13,0.32,0.76,0.1045
51,0.32,0.76,0.194
140,0.32,0.76,0.1343
299,0.36,0.66,0.1343
185,0.4,0.62,0.2537
78,0.44,0.54,0.3284
86,0.44,0.54,0.2836
105,0.5,0.45,0.2239
111,0.52,0.42,0.0896
119,0.5,0.45,0.1045
125,0.52,0.42,0.2537
142,0.5,0.48,0.2836
313,0.5,0.42,0.194
310,0.46,0.59,0.1642
207,0.44,0.58,0.194
137,0.42,0.67,0.2239
138,0.42,0.62,0.2239
87,0.4,0.66,0.2239
50,0.42,0.62,0.2836
29,0.42,0.58,0.2836
16,0.4,0.62,0.2537
14,0.4,0.62,0.194
5,0.36,0.71,0.194
10,0.38,0.66,0.1642
36,0.4,0.66,0.194
123,0.4,0.66,0.194
280,0.42,0.67,0.2537
210,0.46,0.63,0.2239
117,0.52,0.53,0.2836
159,0.54,0.52,0.2836
195,0.56,0.49,0.3582
175,0.64,0.41,0.2836
174,0.66,0.39,0.2537
173,0.68,0.39,0.3582
204,0.68,0.39,0.2836
332,0.7,0.37,0.3284
331,0.68,0.39,0.1642
190,0.66,0.44,0.1343
149,0.62,0.46,0.1343
113,0.62,0.46,0.1045
118,0.62,0.5,0.1642
86,0.6,0.53,0.2239
76,0.6,0.53,0.2537
51,0.58,0.46,0.3582
25,0.56,0.43,0.2239
8,0.54,0.39,0.3284
3,0.52,0.34,0.4179
2,0.52,0.34,0.4179
10,0.44,0.44,0.4179
13,0.4,0.5,0.3284
48,0.42,0.47,0.4925
76,0.42,0.44,0.4627
140,0.44,0.38,0.4179
196,0.46,0.36,0.4478
267,0.46,0.33,0.4179
301,0.5,0.34,0.4627
312,0.5,0.31,0.4925
313,0.5,0.29,0.4179
304,0.5,0.31,0.3881
278,0.48,0.31,0.3284
217,0.46,0.31,0.3284
154,0.44,0.33,0.2836
108,0.42,0.35,0.2239
93,0.4,0.37,0.2985
72,0.4,0.37,0.3284
50,0.38,0.4,0.2985
40,0.34,0.49,0.4179
24,0.32,0.53,0.3582
30,0.3,0.52,0.2836
12,0.28,0.56,0.2537
3,0.26,0.56,0.2239
9,0.26,0.6,0.194
4,0.26,0.6,0.2239
14,0.24,0.6,0.2239
37,0.28,0.56,0.1642
78,0.3,0.52,0.1343
136,0.32,0.45,0.0
203,0.34,0.39,0.1045
228,0.36,0.4,0.1045
203,0.38,0.34,0.0
279,0.4,0.3,0.0
308,0.4,0.32,0.0896
224,0.42,0.32,0.0
226,0.4,0.35,0.2836
156,0.38,0.4,0.3582
79,0.36,0.43,0.2836
67,0.36,0.46,0.2836
49,0.34,0.53,0.2836
38,0.34,0.53,0.3284
24,0.34,0.61,0.3881
13,0.34,0.66,0.3881
7,0.34,0.71,0.3881
6,0.34,0.71,0.3284
1,0.34,0.71,0.3284
2,0.32,0.81,0.2985
32,0.32,0.76,0.2537
18,0.3,0.87,0.4179
98,0.3,0.87,0.4179
127,0.34,0.81,0.3284
62,0.38,0.76,0.3881
79,0.42,0.71,0.2985
81,0.44,0.77,0.2537
112,0.5,0.63,0.2239
101,0.54,0.64,0.2239
107,0.56,0.6,0.2239
141,0.54,0.64,0.2836
272,0.54,0.64,0.2537
276,0.52,0.72,0.2239
221,0.58,0.6,0.4179
122,0.56,0.64,0.194
91,0.46,0.94,0.194
78,0.46,0.88,0.2239
30,0.46,0.88,0.0896
11,0.46,0.88,0.194
19,0.42,1.0,0.1343
1,0.44,0.94,0.0896
5,0.44,0.82,0.2239
1,0.42,0.82,0.1642
12,0.4,0.87,0.1343
60,0.4,0.87,0.2537
136,0.4,0.76,0.1045
336,0.4,0.58,0.2985
178,0.4,0.58,0.4627
124,0.44,0.54,0.2985
86,0.44,0.51,0.3284
121,0.46,0.47,0.2537
106,0.5,0.45,0.2239
101,0.5,0.42,0.3284
134,0.5,0.42,0.2239
165,0.5,0.42,0.1045
307,0.5,0.42,0.1045
312,0.48,0.44,0.0896
164,0.44,0.54,0.2537
135,0.44,0.54,0.3582
87,0.42,0.54,0.2836
70,0.4,0.58,0.2537
32,0.4,0.58,0.2537
11,0.36,0.71,0.2239
7,0.34,0.76,0.2239
2,0.34,0.76,0.2239
3,0.34,0.76,0.2537
10,0.32,0.87,0.194
44,0.34,0.87,0.2537
118,0.32,0.93,0.2239
261,0.32,0.87,0.194
182,0.32,0.81,0.2537
75,0.34,0.81,0.2836
71,0.34,0.87,0.194
87,0.34,0.87,0.2239
108,0.34,0.87,0.1343
84,0.36,0.87,0.1045
85,0.38,0.82,0.2239
136,0.4,0.76,0.2239
273,0.4,0.76,0.2239
238,0.38,0.82,0.2537
159,0.38,0.82,0.2537
75,0.36,0.87,0.6418
22,0.32,1.0,0.4179
44,0.32,0.93,0.1642
26,0.32,0.9,0.0
11,0.32,0.93,0.2239
3,0.3,1.0,0.2239
6,0.3,1.0,0.2537
1,0.28,1.0,0.194
1,0.28,1.0,0.194
9,0.28,0.93,0.2239
41,0.28,0.93,0.2239
108,0.26,1.0,0.2239
124,0.26,1.0,0.2985
